,Type,Activity,Sex ,Age,Injury,Fatal (Y/N),Species ,Injuries,Species
5169,Unprovoked,Swimming,M,16,"FATAL, right forearm severed, lacerations from buttocks to heel L",Y,,Injured,Regular Shark
5170,Unprovoked,Swimming,M,A.M.,FATAL,Y,,Injured,Regular Shark
5171,Unprovoked,Swimming,M,,Lacerations to arm,N,,Injured,Regular Shark
5172,Unprovoked,"Diving, repairing water main at depth of 90'",M,,"Injuries, if any, unknown, but afterwards diver stunned shark with iron bar",N,2.1 m [7'] shark,Injured,Regular Shark
5173,Unprovoked,Diving for coins tossed from passenger ship,M,,"Both arms bitten, surgically amputated",N,,Injured,Regular Shark
5174,Unprovoked,The Ward liner Esperanza stranded during a gale & she leapt overboard to rescue her dog which had been swept overboard.,F,,FATAL,Y,1.8 m shark,Injured,Regular Shark
5175,Unprovoked,"Inebriated, woke from sleep and fell off deck into the water ",M,35,Knee bitten,N,,Injured,Regular Shark
5176,Unprovoked,Bathing,M,35,"FATAL, hand severed, both legs & arms bitten & nearly severed ",Y,,Injured,Regular Shark
5177,Provoked,Pearl diving,M,,Abrasions PROVOKED ATTACK,N,,Injured,Regular Shark
5178,Unprovoked,Bathing,M,,Leg bitten,N,10' shark,Injured,Regular Shark
5179,Unprovoked,Standing,M,,Left knee & leg bitten. (Tooth fragment recovered from kneecap),N,"Mako shark, 1.9 m [6.5']. Tooth fragment recovered & identified by J.T. Nichols.",Injured,Regular Shark
5180,Provoked,Fishing for mackerel,M,,Arms broken by hooked shark PROVOKED INCIDENT,N,12' shark,Injured,Regular Shark
5182,Provoked,Removing shark from a net,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N,,Injured,Regular Shark
5183,Unprovoked,"Fishing, fell in water & swimming strongly to shore",M,20,"FATAL, partial remains recovered ",Y,,Injured,Regular Shark
5184,Unprovoked,"Floating, after falling or jumping off the Standard Oil tanker Frederick W. Weller",M,21,"Reported to have had ""2 fights with sharks"" before being rescued by the British freighter Dorsetafter 23 hours in the water",N,,Injured,Regular Shark
5185,Invalid,Swimming ,M,,Abrasions,,Questionable,Injured,Regular Shark
5186,Unprovoked,Swimming,M,,"Left arm severed, leg bitten",N,,Injured,Regular Shark
5188,Unprovoked,Bathing in 5' of water,F,30,"Legs severely bitten, surgically amputated",N,,Injured,Regular Shark
5189,Invalid,Bathing,M,,Probable drowning & scavenging,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5190,Unprovoked,Swimming,M,22,FATAL,Y,,Injured,Regular Shark
5191,Unprovoked,Swimming,M,,Foot lacerated,N,,Injured,Regular Shark
5192,Unprovoked,Had just dived into water & was swimming,M,16,"FATAL, right thigh severely bitten, left arm lacerated ",Y,3 m [10'] shark,Injured,Regular Shark
5193,Unprovoked,Swimming,M,,Lacerations to leg,N,,Injured,Regular Shark
5194,Unprovoked,"Fishing, standing in waist-deep water",M,,"FATAL, disappeared, thought to have been taken by a shark ",Y,,Injured,Regular Shark
5196,Invalid,Fishing,M,,FATAL,,Shark involvement suspected but not confirmed,Injured,Regular Shark
5197,Invalid,Sailing,M,,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5199,Unprovoked,Pearl diving,M,,"Arm severed, but survived",N,,Injured,Regular Shark
5200,Unprovoked,Fishing,M,,Puncture wounds to left leg,N,,Injured,Regular Shark
5201,Unprovoked,Diving for pearl,M,,non-fatal,N,,Injured,Regular Shark
5202,Boating,"After rowing skiff was holed by shark, he was attempting to swim ashore",M,,"FATAL, taken by shark. Two other men drowned,  only 1 man survived",Y,,Injured,Regular Shark
5204,Unprovoked,Wading,M,,Minor puncture wounds to foot,N,,Injured,Regular Shark
5205,Unprovoked,Diving?,M,,FATAL,Y,,Injured,Regular Shark
5206,Unprovoked,Diving,M,,Lacerations to right thigh and knee,N,,Injured,Regular Shark
5207,Unprovoked,Swimming ,M,25,"Right calf, right side of abdomen & left wrist & hand bitten",N,,Injured,Regular Shark
5208,Invalid,,M,,Death may have been due to drowning,,Shark involvement prior to death was not confirmed,Injured,Regular Shark
5209,Unprovoked,Swimming,M,13,"FATAL, back of thigh bitten ",Y,,Injured,Regular Shark
5210,Invalid,seaplane Columbus ditched in the sea,M,,"Although this incident is listed elsewhere as a shark attack, the account of the disaster suggests the 4 who perished probably drowned. Five people survived",,"Atkins' remains were recovered from a dusky shark, C. obscurus, by Capt. W. F. Young, shark fisherman",Injured,Regular Shark
5212,Unprovoked,,M,,"FATAL, abdomen severely bitten. Airplane summoned from Corregidor & injured man was lashed to wing, but he died  ",Y,,Injured,Regular Shark
5213,Provoked,Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,,Injured,Regular Shark
5214,Provoked,Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,,Injured,Regular Shark
5215,Unprovoked,Bathing,F,,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y,,Injured,Regular Shark
5216,Unprovoked,Bathing in 3' to 4' of water,M,19,"FATAL, severe injuries to torso  ",Y,"2.7 m [9'] ""blue"" shark",Injured,Regular Shark
5217,Unprovoked,Fishing,M,16,FATAL,Y,,Injured,Regular Shark
5218,Invalid,Sailing,M,,"FATAL, but shark involvement prior to death unconfirmed",,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5219,Unprovoked,"Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,Survived,N,,Injured,Regular Shark
5220,Unprovoked,Swimming ,M,,FATAL,Y,,Injured,Regular Shark
5222,Unprovoked,,M,,Leg bitten,N,,Injured,Regular Shark
5223,Unprovoked,Floating,F,18,"FATAL, thigh bitten",Y,1.8 m [6'] shark,Injured,Regular Shark
5224,Unprovoked,Swimming,M,19,"FATAL, arm severed, thigh severely bitten  ",Y,6' shark,Injured,Regular Shark
5225,Unprovoked,Swimming,M,18,Abdomen & thigh bitten,N,"White shark, 12', identity confirmed by tooth fragment, witness and photograph of captured shark ",Injured,White Shark
5226,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
5227,Unprovoked,Fishing,M,,Survived,N,,Injured,Regular Shark
5228,Unprovoked,Standing,F,14,"FATAL, right leg severed at thigh ",Y,2.7 m [9'] shark later captured by Mitchell-Hedges,Injured,Regular Shark
5229,Unprovoked,Bathing in knee-deep water,M,21,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Y,"White shark, 2.4 m [8'] ",Injured,White Shark
5230,Invalid,Swimming,M,,"Disappeared whiile swimming alone, body parts recovered, but shark involvement prior to death unconfirmed",,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5231,Unprovoked,Swimming,M,18,"FATAL, both arms & shoulder bitten",Y,White shark,Injured,White Shark
5232,Unprovoked,Bathing,M,,FATAL,Y,,Injured,Regular Shark
5233,Unprovoked,Swimming ,M,54,FATAL,Y,,Injured,Regular Shark
5234,Unprovoked,Standing,M,,Small laceration on left thigh & swim costume torn,N,Grey nurse shark?,Injured,Regular Shark
5235,Unprovoked,Surfing,M,26,"FATAL, disappeared, then his shark-bitten remains washed ashore ",Y,,Injured,Regular Shark
5236,Unprovoked,Swimming,M,20,Survived,N,,Injured,Regular Shark
5237,Unprovoked,Fell from his father's back into the water,M,8,"FATAL, disappeared, body not recovered",Y,,Injured,Regular Shark
5238,Unprovoked,"Wading to dinghy, carrying his son",M,40,"Right hip, buttock, elbow, arm & wrist bitten",N,,Injured,Regular Shark
5239,Unprovoked,Swimming,,,FATAL,Y,,Injured,Regular Shark
5240,Unprovoked,Diving for beche-de-mer ,M,,Lacerations to right arm & chest,N,,Injured,Regular Shark
5241,Unprovoked,Diving for beche-de-mer,M,22,"Left thigh bitten, FATAL",Y,,Injured,Regular Shark
5242,Provoked,Fishing,M,,Leg bitten by shark he was attempting to capture PROVOKED INCIDENT,N,"Blue shark, 4' ",Injured,Regular Shark
5243,Unprovoked,,M,,Lacerations to arm,N,,Injured,Regular Shark
5244,Unprovoked,Swimming,M,21,"FATAL, abdomen  severely lacerated, taken by seaplane to hospital in Corrigedor but died  ",Y,,Injured,Regular Shark
5245,Unprovoked,Fell overboard,M,,FATAL,Y,,Injured,Regular Shark
5246,Invalid,,,,Buttons & shoes found in shark caught in fish trap,,Questionable,Injured,Regular Shark
5247,Unprovoked,Wading,M,,Lacerations to leg & hand,N,4' to 5' shark,Injured,Regular Shark
5248,Unprovoked,Dived into a school of baitfish,M,,"FATAL, large wound on thigh",Y,Comrades saw shark's tail appear about 5' away,Injured,Regular Shark
5249,Unprovoked,Standing,M,,"Minor injuries to leg, hand & fingers",N,"15* to 24"" dog shark",Injured,Regular Shark
5250,Sea Disaster,The coastwise steamer San Basilio capsized in a typhoon,M,,FATAL,Y,,Injured,Regular Shark
5251,Invalid,Swimming ,M,30,Thought to have been taken by a shark. Body was not recovered,,Questionable,Injured,Regular Shark
5252,Unprovoked,Diving for trochus shell,M,,Severe lacerations to right shoulder & arm,N,,Injured,Regular Shark
5253,Unprovoked,Swimming ,M,13,Knee & thigh bitten,N,,Injured,Regular Shark
5255,Unprovoked,"Boat capsized, swimming to shore",M,20,"Tossed in air by shark, sustained abrasions",N,,Injured,Regular Shark
5256,Unprovoked,Diving,M,,Lacerations to foot,N,,Injured,Regular Shark
5257,Unprovoked,Floating face down,F,18,Abdomen bitten,N,,Injured,Regular Shark
5258,Unprovoked,Free diving,M,,FATAL,Y,,Injured,Regular Shark
5259,Unprovoked,Swimming ,M,12,Leg bitten. FATAL,Y,,Injured,Regular Shark
5260,Unprovoked,Jumped overboard,M,,FATAL,Y,,Injured,Regular Shark
5261,Unprovoked,,F,,"""Recovered""",N,,Injured,Regular Shark
5262,Unprovoked,Splashing,M,12,Thigh & buttocks bitten. Not known if he survived.,N,,Injured,Regular Shark
5263,Unprovoked,Swimming,M,29,Lacerations to left leg,N,,Injured,Regular Shark
5264,Unprovoked,Swimming,M,47,"FATAL, left leg & calf bitten, leg surgically amputated ",Y,,Injured,Regular Shark
5265,Unprovoked,Sitting in a boat,M,,Lacerations to buttocks,N,,Injured,Regular Shark
5266,Unprovoked,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,"FATAL, 6 men were taken by sharks as they neared the beach, 1 survived",Y,,Injured,Regular Shark
5267,Unprovoked,Swimming,M,,Laceration to left thigh,N,,Injured,Regular Shark
5268,Unprovoked,"""Swimming vigorously""",M,,Left foot bitten & abraded,N,,Injured,Regular Shark
5269,Unprovoked,Knocked into the water,M,,FATAL,Y,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum",Injured,Regular Shark
5270,Invalid,Cutter capsized,M,,Shark involvement not confirmed,UNKNOWN,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5271,Unprovoked,Swimming,M,,"Multiple injuries, left leg surgically amputated at knee",N,3.7 m to 4.3 m [12' to 14']  shark,Injured,Regular Shark
5272,Unprovoked,Swimming,F,,Leg bitten,N,,Injured,Regular Shark
5273,Unprovoked,Wading,M,13,"FATAL, right thigh bitten ",Y,12' shark,Injured,Regular Shark
5274,Unprovoked,Wading (shrimping),M,38,"FATAL, thigh bitten, leg amputated ",Y,,Injured,Regular Shark
5276,Unprovoked,Swimming,F,,Leg severed,N,,Injured,Regular Shark
5277,Unprovoked,Fishing,M,,FATAL,Y,,Injured,Regular Shark
5278,Sea Disaster,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,"FATAL, ""men snatched from rafts by sharks""   ",Y,"Tiger sharks, 2.4 m to 4.9 m [8' to 16'] ",Injured,Tiger Shark
5279,Unprovoked,Bathing,M,22,FATAL,Y,,Injured,Regular Shark
5280,Unprovoked,Surfing,M,,"Severe laceration to arm, necessitating surgical amputation at the elbow",N,12' shark,Injured,Regular Shark
5281,Unprovoked,Diving,M,,Survived,N,,Injured,Regular Shark
5282,Unprovoked,Swimming,M,,Lacerations to left leg,N,,Injured,Regular Shark
5283,Unprovoked,Wreck of the tug Magellan,M,,FATAL,Y,,Injured,Regular Shark
5284,Unprovoked,"Swimming, towing an empty barrel",M,,Left knee lacerated,N,,Injured,Regular Shark
5285,Provoked,Stuffing a shark into an automobile,M,,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N,12' shark,Injured,Regular Shark
5286,Unprovoked,Swimming to shore from the Medic,M,,FATAL,Y,,Injured,Regular Shark
5287,Unprovoked,Diving,M,,FATAL,Y,,Injured,Regular Shark
5288,Sea Disaster,Ship Mariston torpedoed & sunk,M,,"FATAL, only 1 survivor",Y,,Injured,Regular Shark
5289,Unprovoked,Swimming beside launch,M,,Right arm bitten,N,,Injured,Regular Shark
5290,Unprovoked,Swimming,M,,"FATAL, abdominal cavity removed ",Y,,Injured,Regular Shark
5291,Unprovoked,Diving for pearls,M,,Torso bitten,N,,Injured,Regular Shark
5292,Unprovoked,Diving for sponges,M,,"Bitten by shark, but  repelled it with his 'skandalopetra' ",N,,Injured,Regular Shark
5293,Unprovoked,Bathing,M,25,Right calf bitten,N,,Injured,Regular Shark
5294,Unprovoked,Taking wife to beach & about 1 m from the shore,M,41,"FATAL, right arm severed, chest punctured ",Y,,Injured,Regular Shark
5295,Unprovoked,Swimming 10 m from shore,F,,Leg nipped by shark,N,,Injured,Regular Shark
5296,Provoked,,M,,"""Severely bitten""",N,,Injured,Regular Shark
5297,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
5298,Unprovoked,Bathing,M,27,FATAL,Y,,Injured,Regular Shark
5299,Provoked,"Fishing, attempted to take a netted shark",M,,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y,,Injured,Regular Shark
5300,Unprovoked,Netting shrimp,M,,Lower left leg severely bitten & became septic. Not known if he survived,N,,Injured,Regular Shark
5301,Unprovoked,Fishing,M,,Arm severely lacerated,N,,Injured,Regular Shark
5303,Unprovoked,Swimming,M,,Ankle bruised,N,,Injured,Regular Shark
5304,Unprovoked,Swimming,M,12,"Lower left leg bitten, surgically amputated",N,Said to involve a 2.7 m [9'] shark,Injured,Regular Shark
5305,Unprovoked,Swimming (recovering remains of Stilwell) ,M,24,"FATAL, thigh bitten ",Y,3 m [10'] shark,Injured,Regular Shark
5306,Unprovoked,Swimming,M,10,"FATAL, legs & torso bitten ",Y,,Injured,Regular Shark
5307,Sea Disaster,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,"FATAL.  When the survivors were rescued next day they were clubbing sharks with oars. ""Sharks were so thick that it was difficult to row""",Y,,Injured,Regular Shark
5308,Unprovoked,Diving,M,,Survived,N,,Injured,Regular Shark
5309,Unprovoked,Bathing,M,,Right foot severed,N,,Injured,Regular Shark
5310,Unprovoked,Swimming,M,,FATAL,Y,Thought to involve a 2.6 m [8.5'] white shark,Injured,White Shark
5311,Unprovoked,Swimming,M,24,"FATAL, left leg bitten",Y,Thought to involve a 2.6 m [8.5'] white shark,Injured,White Shark
5312,Unprovoked,Swimming,M,10 or 12,Heel bitten,N,,Injured,Regular Shark
5313,Unprovoked,Jumped overboard from Norwegian steamship Venator,M,,Presumed FATAL,Y,,Injured,Regular Shark
5314,Provoked,,M,26,Leg bitten by shark hooked shark PROVOKED INCIDENT,N,,Injured,Regular Shark
5315,Unprovoked,Swimming,M,,FATAL,Y,,Injured,Regular Shark
5316,Unprovoked,Clinging to overturned rowing boat,M,17,FATAL,Y,,Injured,Regular Shark
5317,Unprovoked,Bathing,M,,Minor lacerations to heel,N,,Injured,Regular Shark
5318,Unprovoked,Diving,M,,"Arm severed, lacerations to thigh",N,,Injured,Regular Shark
5319,Unprovoked,Bathing,M,10,Severe bite to arm,N,,Injured,Regular Shark
5320,Unprovoked,Bathing,M,,Severe lacerations to feet & ankles,N,,Injured,Regular Shark
5321,Unprovoked,,M,,Laceration to left leg,N,,Injured,Regular Shark
5322,Unprovoked,Fishing,M,,FATAL,Y,,Injured,Regular Shark
5323,Unprovoked,Wading,M,,FATAL,Y,,Injured,Regular Shark
5324,Invalid,Fell overboard,M,,Shark involvement not confirmed,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5325,Unprovoked,Skin diving for trepang but at surface next to the boat,M,,"Shoulder bitten. Hana, one of the rescuers, fended shark off with an oar, then shark bit oar in two",N,3 m [10'] shark,Injured,Regular Shark
5326,Unprovoked,Swimming,M,,Foot bitten,N,,Injured,Regular Shark
5327,Invalid,Fishing,M,,Death may have been due to drowning,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5328,Unprovoked,Bathing,M,17,FATAL,Y,,Injured,Regular Shark
5329,Invalid,,M,,"Fatal, drowning or scavenging",,"Reported to involve a 3.7 m [12'] shark, possibly a white shark",Injured,White Shark
5330,Unprovoked,Swimming,M,,Lacerations to right thigh and knee,N,,Injured,Regular Shark
5331,Sea Disaster,Copra vessel with 19 on board was wrecked in a squall,F,,Thigh bitten,N,,Injured,Regular Shark
5332,Unprovoked,Fell overboard,M,,FATAL,Y,"A 20' shark known as ""Old Tom""",Injured,Regular Shark
5333,Unprovoked,Swimming,M,17,FATAL,Y,,Injured,Regular Shark
5335,Provoked,Fishing,M,,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,,Injured,Regular Shark
5338,Unprovoked,Bathing,M,43,FATAL,Y,,Injured,Regular Shark
5339,Sea Disaster,Swimming ashore from swamped 13-ft boat,M,,FATAL x 2,Y,,Injured,Regular Shark
5340,Provoked,Fishing,F,,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,3' shark,Injured,Regular Shark
5341,Invalid,Swimming,M,,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5342,Sea Disaster,Boat swamped,M,,FATAL,Y,,Injured,Regular Shark
5343,Unprovoked,Washed into sea while picking opihi & attacked by 2 large sharks ,M,,FATAL,Y,,Injured,Regular Shark
5344,Unprovoked,Wading,M,,Lacerations to foot,N,said to involve a tiger shark,Injured,Tiger Shark
5345,Unprovoked,Canoeing,M,,Lacerations to arms,N,,Injured,Regular Shark
5346,Unprovoked,Wading,F,,Laceration to leg,N,,Injured,Regular Shark
5349,Sea Disaster,,M,,FATAL,Y,,Injured,Regular Shark
5350,Unprovoked,Boat swamped,M,,FATAL,Y,,Injured,Regular Shark
5351,Unprovoked,Swimming,M,12,Calf severely bitten;  leg surgically amputated,N,,Injured,Regular Shark
5352,Unprovoked,,M,,Major injuries but survived,N,Said to involve a 2.4 m [8'] hammerhead shark,Injured,Regular Shark
5353,Provoked,,M,,Badly bitten by a shark dragged onboard PROVOKED INCIDENT,N,2 m shark,Injured,Regular Shark
5354,Invalid,,M,,Man's leg recovered from 800-lb shark,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5355,Invalid,,F,,Female foot recovered from shark,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
5356,Invalid,,,,Human casualties,,Shark involvement prior to death unconfirmed,Injured,Regular Shark
